,Treated_1,Treated_2,Treated_3,Untreated_1,Untreated_2,Untreated_3,Untreated_4
ID=FBgn0010053,160.04430576483384,136.65015313844773,171.55278128938673,253.6534848162899,218.78237041195354,301.2945084539552,198.09949373493808
ID=FBgn0010078,27341.319016872043,31161.96848842504,34379.77930997658,35192.94628869734,32669.894316537397,35857.01005856284,26720.986883990518
ID=FBgn0010097,146.29049823816842,186.3411179160651,237.7661354712553,71.96680266880783,88.66950695110012,95.82153219683165,93.68251920469979
ID=FBgn0010100,5247.702744492247,6568.763305410417,6914.02854064989,6756.6209653157775,7108.017540916993,7466.176704573749,6795.88608064093
ID=FBgn0010113,9803.96407423486,7734.58978673144,7686.016056452129,9498.438168632325,10716.480954231329,7014.728867316511,5884.433237545205
ID=FBgn0010114,298.8327271702757,238.89886912316035,231.74673963653998,294.9459125770813,245.76874209272313,277.5860881165948,329.84053636654716
ID=FBgn0010173,3797.3012234984403,3855.8277476478083,3804.2581675400847,3744.6333060786237,3728.9382868891994,3739.015457371215,3408.6774956460035
ID=FBgn0010194,1766.739094107111,1573.8657497833806,1521.4022972242983,1408.6616784681403,1254.8662831557865,1215.056542289721,1228.6072049866357
ID=FBgn0010198,57002.03012119539,59121.73653512324,63725.08642869312,55670.45110709894,56479.584530884975,71932.33515439887,60414.490431705824
ID=FBgn0010213,1330.3682916701814,1496.4625161874765,1349.0970914555721,1163.2666792040086,1219.2057205776266,1374.1005287195137,1304.7242518404544
ID=FBgn0010215,3217.140615100918,1644.5798150438359,1398.7571070919735,2345.40989681295,1820.6162894633492,1603.2819253139978,2812.4272952910915
ID=FBgn0010217,8998.74116085554,8493.332595066597,8104.364066964845,6947.745916665726,7463.659367709993,9327.28770105654,10841.799878793903
ID=FBgn0010220,691.4414147496337,668.916833544849,699.002341306317,792.8146130071945,839.4689190696544,782.3778711328936,722.1360855362275
ID=FBgn0010222,3605.9982642639125,3730.6447402272725,3784.69513107726,4241.322222858429,4197.3445953482715,4291.224081062234,3760.962802238677
ID=FBgn0010225,13760.059257359348,12722.798174023028,12359.324497629239,18686.593237233563,17977.74253433555,19234.443849531024,16330.03412886923
ID=FBgn0010226,236.31542023088747,243.6768465056236,241.5282578679524,208.82170610457354,185.04940581099154,255.8533694740144,186.38917883435062
ID=FBgn0010228,2118.086359106473,1832.8321239128863,1718.537510811225,1697.7086727936799,1509.3092161458999,1444.237938884205,1476.4755370490707
ID=FBgn0010235,2947.0658491227605,3099.951725742129,3093.9694590436766,3270.360278654677,3451.364178172712,3539.469586198431,3269.129576414003
ID=FBgn0010238,2675.740737005816,2702.42400752119,2950.2563834898483,2626.198405586332,2412.3888684630824,2145.612040531117,1996.6086905501643
ID=FBgn0010240,150.04153665453174,142.3837259974036,145.9703489918466,141.574038036999,105.05408975728166,139.2869694819924,164.92026818327358
ID=FBgn0010246,5544.034779384947,7989.733778954976,8047.932231014389,6801.452744027494,10070.735631870055,9216.648406148859,10348.99079339418
ID=FBgn0010247,8701.158779824053,3664.70865234928,3103.750977275089,5694.815680038285,3477.3867508648827,2729.4318913386173,4234.254696137421
ID=FBgn0010265,28826.73022975191,33037.802408780095,37111.08016997865,38624.93692744426,33593.213747615155,41009.64007854917,34804.03174412102
ID=FBgn0010269,418.8659564939011,501.68762515863676,487.5710626119413,405.8455757060638,485.7546902538528,459.35064403635795,372.77835766870123
ID=FBgn0010278,4817.583672749256,5270.1090528569175,5579.227514301766,5158.014119147997,4938.506017580837,5010.379497962167,3839.0315682425935
ID=FBgn0010280,3667.265225064513,4358.470968282938,4461.877162482734,4667.224120619734,5309.568628191419,4469.037233592438,4087.875759880077
ID=FBgn0010282,1820.5039780749848,1871.055942972592,1866.7651332410899,1816.8668214748207,1528.585195917878,1666.5043795469587,1312.531128440846
ID=FBgn0010287,168.7967287363482,266.61113794144694,202.40218494230277,187.5856003990237,211.07197850316223,261.7804745583545,254.69934908777753
ID=FBgn0010288,1555.430596651979,1630.2458828964463,1940.5027322163526,1342.593794050874,1565.209557484637,1685.2735456473692,1610.1682988307775
ID=FBgn0010292,550.1523010666164,665.0944516388785,644.0753543145397,736.1849977923948,677.5506889850368,794.2320813015738,840.2150941171512
ID=FBgn0010300,11840.77793432013,7752.746100784801,7222.522577179049,14147.965534497434,11990.623217159093,9298.640026482231,9226.75228208788
ID=FBgn0010303,5467.7636649188935,6397.711715118235,6253.399847789882,5967.345703259509,6959.59249667276,5957.728460609193,5137.900662632754
ID=FBgn0010309,386.3569568854192,544.6894216008056,535.7262292896638,355.11487874280584,452.0217256528908,476.14410844198824,419.61961727105114
ID=FBgn0010314,551.402647205404,501.68762515863676,446.18771624827343,306.74374908016455,302.6328824200591,315.12442031741546,446.9436853724219
ID=FBgn0010315,914.0030274538558,794.099840965385,744.1478100666819,868.3207666269273,772.0029898677303,711.2526101208123,839.2392345421023
ID=FBgn0010316,508.8908784866201,356.4371127317553,343.8579870581129,821.1294206145943,675.6230910078389,522.5730982693191,720.1843663861296
ID=FBgn0010328,6720.610495984233,8228.632648078135,7872.617327328305,7993.034230838903,9683.288438453292,8217.931199437551,8044.010477128545
ID=FBgn0010329,162.54499804240936,136.65015313844773,126.40731252902181,112.07944677929089,158.06303413022195,96.80938304422168,93.68251920469979
ID=FBgn0010333,3972.3496829287274,3525.1917127813545,3788.4572534739573,4364.019722490495,3649.9067698240883,3496.9919997606603,3505.28759357585
ID=FBgn0010339,940.2602963683988,1014.8423960351853,1002.2294064801015,828.2081225164442,775.858185822126,929.567647394006,916.3321409709698
ID=FBgn0010340,337.5934574726964,226.47612792875603,182.83914847947798,353.93509509249753,232.27555625233833,217.32718642580375,275.19240016380564
ID=FBgn0010341,9263.814542278546,7173.65524203026,7369.245350650236,10084.790642835564,7211.144032697077,7536.31411473844,7868.355753619733
ID=FBgn0010342,982.7720650871828,1146.7145717911696,1145.1900575545903,1120.7944677929088,1120.8982237405373,1001.6807592534773,1050.0249027526768
ID=FBgn0010348,5976.654543405513,4304.002026122857,4248.18861035034,5189.868277706322,3987.2364158337086,4360.373640379536,5103.745577506041
ID=FBgn0010350,1020.2824492508157,682.295170215746,629.7792892070908,887.1973050318605,799.9531605370988,814.9769490967641,965.1251197234176
ID=FBgn0010352,3808.5543387475304,4438.740988308319,4543.8914307307305,3905.083882520556,4576.117597867645,4186.5118912388925,4401.126683470792
ID=FBgn0010355,2278.1306648713066,2560.0402815237867,2495.7919979688413,2396.1405937762083,2750.6823134613014,2516.0561083023736,2263.994214113578
ID=FBgn0010356,556.4040317605552,568.5793085131216,606.4541303475689,540.3409118412129,590.8087800111344,548.2572203014595,635.2845833568704
ID=FBgn0010379,2548.205430849464,2267.628065717038,2177.5164432082684,3158.2808318753864,2878.867578944957,2524.9467659288835,2480.6350397744463
ID=FBgn0010380,3414.6953050293846,4859.2029979650815,4575.493258862985,3822.4990269989735,4863.329696470121,4547.077450536249,4273.289079139378
ID=FBgn0010382,1164.0722552114087,1293.8762751710365,1188.8306773562765,1873.4964366896204,2090.480006271045,1725.7754303903598,1616.0234562810713
ID=FBgn0010391,2250.6230498179757,3491.7458711041118,3643.9917534407896,2186.1391040213266,3168.97107451323,3143.3413963950343,2609.4485036809087
ID=FBgn0010395,2101.831859302232,1643.6242195673433,1571.814737340039,781.0167765041112,825.9757332292695,768.5479592694332,1504.7754647254903
ID=FBgn0010397,797.7208365465937,907.8157026680094,835.1911720667513,627.6449019640289,987.8939633138872,718.1675660525424,793.3738345148013
ID=FBgn0010398,108.7801140745355,140.4725350444183,164.0285364959926,96.74225932528266,128.1852654836556,139.2869694819924,179.5581618090079
ID=FBgn0010399,182.5505362630136,149.07289433285206,115.87336981826999,127.4166342332991,165.77342603901326,110.63929490768191,147.35479583239237
ID=FBgn0010406,1467.9063669368354,1203.0947049042356,1261.0634273728604,1270.626991382066,1009.0975410630632,1219.007945679281,1152.4901581328172
ID=FBgn0010408,19346.605805463078,24802.480592366508,25103.13790420092,16198.429518733305,24463.145928617643,31307.956906331812,31272.395942018848
ID=FBgn0010409,24475.52566677049,31927.400465095645,33026.167671644966,27355.643499699134,28055.224759125795,36734.22161104518,30486.82898410444
ID=FBgn0010411,22133.627348821006,33770.744139249946,36625.01395632539,26114.51109957478,28119.799291361924,36645.31503478008,35442.24390620304
ID=FBgn0010412,36878.95936354511,58913.41672124784,61051.72225360018,49436.47429886975,57376.881389270566,69233.52663932934,47498.98895593289
ID=FBgn0010415,2728.2552748349017,2448.2356107741475,2553.728682877976,2636.8164584391066,2738.1529266095154,2090.2923930772763,2432.8179205970478
ID=FBgn0010416,1231.590946705948,1679.9368476740638,1711.7656904971702,1379.167087210432,1519.911005020488,1549.9379795549369,1512.582341325882
ID=FBgn0010417,542.6502242338897,578.1352632780481,638.8083829591637,627.6449019640289,585.025986079541,591.7226575866202,455.7264215478625
ID=FBgn0010421,371.352803219966,347.83675344332147,297.2076693390691,429.44124871223033,262.1533248989047,304.25806099612527,342.5267108421836
ID=FBgn0010422,1106.5563328271714,1105.6239663019862,1243.7576643480538,1164.446462854317,1048.6132995956189,1075.7695728077285,970.0044175986624
ID=FBgn0010434,19465.388688647916,22466.049652342,22557.685890595676,19994.973305425494,22203.03730035319,19379.657924097355,19401.064211548295
ID=FBgn0010435,102.52838338059668,93.64835669627887,96.31033335544518,142.75382168730735,106.98168773447948,131.38416270287226,124.91002560626639
ID=FBgn0010438,852.7360666532553,835.1904464545686,981.1615210585978,996.9171845105348,792.2427686283075,905.8592270566456,913.404562245823
ID=FBgn0010441,803.9725672405325,937.4391624392813,968.3703049098278,955.6247567497434,1082.3462641965807,969.0816812896068,978.787153774103
ID=FBgn0010470,6215.470655913977,6625.143438523483,7100.629811526064,4302.670972674462,4937.542218592238,4878.007484411904,5086.180105155159
ID=FBgn0010488,15408.015468281621,14832.752986118781,14849.097099763365,18427.04083416573,18533.85455075712,15420.351727758167,12931.115228973717
ID=FBgn0010497,195.05399765089123,225.52053245226338,239.27098442993415,105.00074487744094,163.84582806181544,154.10473219284268,199.07535330998704
ID=FBgn0010501,298.8327271702757,331.5916303429466,307.74161204982096,257.1928357672149,280.46550568228406,218.31503727319378,232.25457886165157
ID=FBgn0010504,1167.823293627772,1069.3113381952658,980.4090965792584,1228.1547799709665,1108.3688368887515,966.1181287474367,984.6423112243967
ID=FBgn0010516,1811.7515551034705,2225.581864751362,2291.8849640678595,2128.3297051562186,2469.2530087904183,2716.589830322547,2609.4485036809087
ID=FBgn0010520,141.28911368301738,142.3837259974036,110.60639846289408,148.65273993884895,139.75085334684258,189.66736269888327,200.051212885036
ID=FBgn0010531,208.80780517755665,256.09958770002794,263.3485677687954,215.9004080064235,159.02683311882086,217.32718642580375,198.09949373493808
ID=FBgn0010548,2140.5925896046524,2498.8821710282573,2577.8062662168377,2776.030929175489,2761.2841023358897,2956.637586238321,2825.113469766728
ID=FBgn0010549,362.6003802484517,402.30569560340206,405.55679436394496,496.68891677980486,576.3517951821508,583.8198508075001,652.8500557077516
ID=FBgn0010551,3807.3039926087426,4065.1031569996967,4583.769928135719,2958.8973949732795,3531.359494226422,3542.4331387406014,3896.607283170482
ID=FBgn0010583,1520.4209047659215,1783.141159135269,1663.6105238194477,1698.8884564439882,2128.068166826403,1832.4633219084817,2164.4565374585845
ID=FBgn0010590,871.4912587350718,1511.7520438113588,1675.6493154888783,819.9496369642859,1241.3730973154015,1415.5902643098946,1483.3065540744133
ID=FBgn0010591,1367.8786758338142,1550.931458347557,1557.5186722325902,2138.9477580089933,2318.900366568988,2419.246725258152,2488.441916374838
ID=FBgn0010602,1905.527515512553,2031.5959830233558,2206.860997902506,2251.0272047882845,2049.0366497612918,2217.7251523905884,2016.1258820511432
ID=FBgn0010607,1032.7859106386934,925.0164212448769,990.9430392900102,1142.0305734984588,897.2968583855892,1138.0041761932996,1028.5559921015997
ID=FBgn0010611,2518.1971235185574,2974.768718321593,3088.7024876883006,2161.3636473648517,2901.034955682732,3060.361925214273,2489.417775949887
ID=FBgn0010612,1509.1677895168316,1844.299269630798,1763.68297957159,1396.863841965057,1475.5762515449378,1875.9287591936425,1761.4265329633658
ID=FBgn0010621,9428.860232598532,13907.736564873903,14401.404534556414,8811.80408415288,11178.140669770208,12270.095375431401,12010.879649702552
ID=FBgn0010622,230.06368953694866,328.72484391346865,331.81919538868226,215.9004080064235,262.1533248989047,276.5982372692048,252.74762993767962
ID=FBgn0010638,1810.5012089646827,1747.7841265050413,1593.6350472408822,1507.7635050940396,1404.255126388618,1478.8127185428555,1687.261205259645
ID=FBgn0010651,650.1799921696374,910.6824890974873,920.2151382321052,673.6564643260537,905.0072502943805,938.4583050205163,881.2011962692073
ID=FBgn0010660,2694.4959290876322,2888.765125437255,2552.9762583986367,2681.648237150823,2716.9493488603393,2480.493477796333,2665.072499458699
ID=FBgn0010741,1684.2162489471186,1425.7484509270212,1433.3686331415865,1323.7172556459407,1124.753419694933,1329.6472405869629,1295.9415156650136
ID=FBgn0010747,1595.4416730931873,2154.8677994909067,2278.3413234397503,1799.1700667201958,2156.0183374957714,2357.9999727199706,2286.4389843397043
ID=FBgn0010750,1025.2838338059669,1276.675556594169,1249.7770601827692,1339.054443099949,1115.1154298089439,1264.4490846592219,1015.8698176259633
ID=FBgn0010762,2843.287119603376,3327.3834491473776,3585.302644052315,3173.6180193293944,4466.2445131673685,3099.8759591098737,2454.2868312481246
ID=FBgn0010768,242.56715092482628,321.0800801015275,362.66859904159827,363.3733642949641,472.261504413468,411.9338033616371,441.08852792212815
ID=FBgn0010770,581.4109545363104,627.8262280556654,620.7501954550178,778.6572092034946,668.8764980876465,713.2283118155923,673.3431067837797
ID=FBgn0010772,1250.3461387877644,1148.625762744155,1206.136440381083,1468.8306446338647,1388.8343425710354,1352.3678100769334,1203.2348560353628
ID=FBgn0010774,2144.343628021016,1837.6101012953495,1748.6344899848016,2376.0842717209666,2170.475322324755,1947.0540202057236,2003.4397075755069
ID=FBgn0010786,5447.75812669829,6270.617516744714,6080.342217541817,3912.162584422406,4540.457035289485,4308.017545467865,4330.864794067267
ID=FBgn0010803,1855.5136699610423,1839.5212922483347,1863.7554353237322,1904.1708115976367,1713.6346017288697,1814.6820066554615,1638.4682265071974
ID=FBgn0010808,898.9988737884026,1140.9809989322139,1142.9327841165723,1032.3106940197845,1188.3641529424613,1262.4733829644417,1144.6832815324256
ID=FBgn0010825,2599.469622539762,3054.0831428704823,2812.5627037707354,2475.186098346866,3335.7082995408423,2118.9400676515866,1828.7608436417438
ID=FBgn0010830,550.1523010666164,538.0002532653572,644.8277787938791,574.5546377001543,647.6729203384704,549.2450711488495,545.5055024523665
ID=FBgn0010877,2528.1998926288597,3304.449157711554,3267.779513771082,2909.3464816603296,4145.299449963931,3552.3116472145016,3363.7879551937517
ID=FBgn0010894,368.8521109423905,261.83316055898376,245.29038026464946,175.78776389594043,144.56984828983715,135.33556609243234,196.14777458484016
ID=FBgn0010905,3403.4421897802945,3287.2484391346866,3223.3864694900562,3256.2028748509774,3521.7215043404326,2625.7075523626654,1959.526026698304
ID=FBgn0010909,17222.267715662667,16293.85846967603,15411.910610309249,21477.96135386306,21628.613103148236,17300.23189034137,17956.79204047584
ID=FBgn0010926,815.2256824896224,925.0164212448769,1021.7924429429263,907.253627087102,1089.092857116773,1019.4620745064976,980.7388729242009
ID=FBgn0011016,2894.5513112936746,2277.1840204819646,2364.870138563783,1839.2827108306788,1597.014924108401,1804.8034981815613,1867.7952266437019
ID=FBgn0011020,442.6225331308686,496.9096477761736,478.5419688598683,521.4643734362797,433.70954486951143,404.030996582517,383.51281299423977
ID=FBgn0011202,2175.60228149071,1990.505377534172,1919.434846794849,2118.891435953752,2122.2853728948094,1852.220338856282,1614.0717371309734
ID=FBgn0011204,5296.46624390497,3231.8239014981136,3154.16341739083,5711.332651142602,4313.96427296874,3642.206074326993,4016.6380109015035
ID=FBgn0011205,1261.5992540368543,1327.322116848279,1347.5922424968933,1406.3021111675234,1419.6759102062008,1426.4566236311846,1441.3445923473082
ID=FBgn0011206,841.4829514041654,499.77643420565147,461.2362058350617,1381.5266545110487,1017.7717319604535,729.0339253738326,793.3738345148013
ID=FBgn0011207,1354.1248683071487,1195.4499410922945,1291.9128310257765,1406.3021111675234,1255.8300821443854,1176.5303592415103,1410.1170859457416
ID=FBgn0011211,10821.7458312081,15987.112321721892,15566.910053053169,10371.478069860486,15741.728880786068,15810.552812477223,15635.222111434376
ID=FBgn0011217,7452.062987175076,5631.324142971136,5648.450566400992,7858.538894703754,6027.59887469761,5762.1339928259695,7025.213080777435
ID=FBgn0011224,5336.477320346178,3218.4455648272165,3092.4646100849977,5555.601209301903,4371.792212284675,3913.8650573592477,4398.199104745645
ID=FBgn0011225,1196.5812548198905,1168.6932677505006,1171.52491433147,1172.704948406475,1196.0745448512525,1023.4134778960577,1138.8281240821318
ID=FBgn0011227,791.4691058526548,538.0002532653572,606.4541303475689,783.3763438047279,370.0988116219831,530.4759050484391,788.4945366395565
ID=FBgn0011230,16940.93983443542,21078.525020474684,17796.343785335856,18193.443671404682,24510.37207905899,19486.345815615477,21666.034285236925
ID=FBgn0011232,788.9684135750794,791.2330545359072,810.3611642485505,745.6232669948615,623.5779456234975,723.1068202894925,687.0051408344651
ID=FBgn0011236,2048.066975334358,2128.1111261491124,2435.5980396216883,2755.9746071202476,3171.862471479027,2664.233735410876,2083.460192729521
ID=FBgn0011259,7487.072679061133,2425.301319338324,2085.72065672886,7278.085338752057,4067.2317318874184,2796.6057489611385,2663.1207803086013
ID=FBgn0011260,523.8950321520733,367.90425844966694,341.60071362009467,100.28161027620763,90.59710492829794,75.0766644016413,91.73080005460187
ID=FBgn0011272,28511.64300277739,40826.861137671614,40408.95666292331,35043.11376510818,43396.01326065471,47607.49588826709,33228.994389992
ID=FBgn0011274,851.4857205144675,730.0749440403781,635.7986850418062,1313.099202793166,1064.0340834132014,1033.2919863699578,1377.913719969126
ID=FBgn0011284,35821.166530130664,51936.61414737506,58158.650130540125,44044.8630169607,51836.964802804,62122.976239816,54613.98111761483
ID=FBgn0011288,39705.99198334425,12397.89571201553,10248.021408602839,20191.997175026983,10876.471586338748,9082.300690903818,12643.236654334276
ID=FBgn0011289,2674.490390867028,3057.9055247764527,3239.1873835561837,3394.2375619370514,3503.4093235570535,3332.0209082465276,3372.5706913691924
ID=FBgn0011290,741.4552603011443,765.4319766706058,790.0457033063863,799.8933149090444,627.4331415778933,723.1068202894925,713.3533493607869
ID=FBgn0011291,221.3112665654343,259.92196960599847,286.6737266283173,271.35023957091477,254.44293299011338,226.21784405231392,255.6752086628265
ID=FBgn0011297,1317.8648302823037,2208.3811461744945,2306.933453654648,1353.2118469036488,2315.0451706145923,2207.846643916688,1872.6745245189468
ID=FBgn0011300,1841.7598624343768,1312.0325892243968,1276.1119169596486,2125.970137855602,1720.381194649062,1672.4314846312989,1591.6269669048474
ID=FBgn0011305,960.265834589003,903.0377252855462,801.3320704964775,665.3979787738954,755.6184070615489,660.8722169039214,558.191676928003
ID=FBgn0011327,672.6862226678172,590.5580044724525,626.0171668103937,713.7691084365367,589.8449810225355,683.5927863938919,531.8434684016811
ID=FBgn0011335,398.86041827329683,291.45662033025565,317.52313028123336,420.00297950976375,382.628198473769,379.33472539776653,399.12656619502303
ID=FBgn0011336,3767.2929161675343,5037.899352069206,4810.249696416883,3302.214437213002,4543.348432255282,4539.174643757128,5096.914560480698
ID=FBgn0011361,1859.2647083774057,2021.0844327819366,2107.540966629703,1728.3830477016963,1777.245334976398,2140.672786294167,2650.4346058329647
ID=FBgn0011455,1039.0376413326321,1298.6542525534996,1243.0052398687144,1251.750452977133,1172.9433691248787,1266.424786354002,1172.0073496337964
ID=FBgn0011474,1559.181635068342,1216.4730415751326,1263.3207008108786,1637.5397066279552,1429.31390009219,1211.105138900161,1228.6072049866357
ID=FBgn0011481,2058.06974444466,1606.3559959841302,1381.451344067167,2219.1730462299597,2140.5975536781884,1424.4809219364047,1576.0132137040641
ID=FBgn0011509,1044.0390258877833,816.0785369247158,799.8272215377987,1113.715765891059,745.0166181869607,854.4909829923648,889.983932444648
ID=FBgn0011566,360.0996879708761,532.2666804064013,610.216252744266,298.48526352800627,440.4561377897038,503.8039321689087,494.76080454982076
ID=FBgn0011570,2660.736583340363,2571.507427241698,2702.7087297871803,3102.831000310895,3042.7134070067723,2874.6459659049497,2750.9481420630073
ID=FBgn0011573,2210.6119733767673,2466.3919248275074,2904.358490250144,2221.5326135305763,2145.416548621183,2600.023430330525,2237.6460055872562
ID=FBgn0011576,163.79534418119712,108.93788432016113,113.61609638025175,130.9559851842241,175.4114159250024,144.2262237189425,133.692761781707
ID=FBgn0011584,2458.180508856745,1954.1927494274519,2133.8758234065826,2858.615784697072,2119.3939759290124,2484.444881185893,2373.2904865190612
ID=FBgn0011586,3339.6745367021185,3031.148851434659,3447.608964333202,3408.394965740751,3067.7721807103444,3086.0460472464133,4071.2861471042447
ID=FBgn0011589,10830.498254179614,12938.762751710365,10491.80693990881,4204.748929698871,4435.402945532203,4501.636311556308,2583.100295154587
ID=FBgn0011591,153.79257507089503,113.71586170262434,116.6257942976094,116.79858138052418,112.76448166607297,82.97947118076144,71.23774897857379
ID=FBgn0011592,901.4995660659781,726.2525621344075,655.361721504631,567.4759357983044,518.5238558662159,493.92542369500853,569.9019918285903
ID=FBgn0011604,4667.542136094725,3959.9876545855063,3757.6078498210413,4198.850011447329,3671.1103475732643,3767.663131945525,3869.283215069111
ID=FBgn0011606,2471.93431638341,2757.848545157763,2583.0732375722137,1842.822061781604,1947.8377559584058,1767.2651659807404,1865.843507493604
ID=FBgn0011638,4517.500599440193,4326.9363175586805,4423.503514036423,5158.014119147997,4610.814361457206,4931.351430170966,4008.831134301112
ID=FBgn0011640,1747.9839020252946,2292.473548105847,2228.681307803349,1789.731797517729,2327.574557466378,2115.9765151094166,2045.401669302612
ID=FBgn0011642,1051.5411027205098,421.4176051332549,352.88708081018586,845.9048772710692,496.35647912844087,367.48051522908634,819.7220430411231
ID=FBgn0011648,1079.0487177738407,1349.3008128076096,1563.5380680673054,1105.4572803389005,1635.5668836523575,1461.0314032898352,1345.7103539925104
ID=FBgn0011656,1121.5604864926247,985.2189362639133,887.1084611411709,1208.098457915725,1129.5724146379275,1049.0975999281982,1199.331417735167
ID=FBgn0011659,585.1619929526737,692.806720457165,610.9686772236054,752.7019688967114,820.192939297676,787.3171253698437,719.2085068110806
ID=FBgn0011660,573.9088777035838,530.355489453416,431.1392266614851,572.1950703995377,490.57368519684735,456.38709149418787,528.9158896765342
ID=FBgn0011661,33407.998482270275,35791.82857203189,35843.99734677107,31514.38086703598,34980.120492209,32614.883577428805,30023.295685956182
ID=FBgn0011666,2938.3134261512464,2058.35265636515,1920.1872712741883,2570.7485740218403,2822.003438617621,1861.1109964827922,1630.6613499068058
ID=FBgn0011672,1121.5604864926247,1103.7127753490008,1084.2436747280979,1098.3785784370507,1369.5583627990572,1350.3921083821533,1496.9685881250987
ID=FBgn0011674,2969.5720796209403,3317.8274943824513,3288.8473991925853,2912.8858326112545,3377.1516560505956,3094.9367048729237,2981.251001774561
ID=FBgn0011676,206.30711289998112,207.3642183989032,270.8728125621896,165.1697110431655,208.1805815373655,164.97109151413287,128.8134639064622
ID=FBgn0011692,2590.717199568248,2662.288997508499,2598.1217271590017,2090.576628346352,2222.5204677090965,2180.186820189768,2359.628452468376
ID=FBgn0011703,3083.353578250627,2884.9427435312846,2912.6351595228775,3407.215182090443,3201.740240125593,3213.4788065597254,3583.356359579767
ID=FBgn0011704,3418.446343445748,3405.742278219774,3365.5946960852057,3036.7631158936288,2866.338192093171,3348.814372652158,3210.5780019110657
ID=FBgn0011705,2820.7808891051964,1850.9884379662465,1793.0275342658272,2075.2394408923437,1986.3897155023624,1821.5969625871915,2322.5457886165154
ID=FBgn0011708,1745.483209747719,1687.581611486005,1776.47419572036,2291.1398488987675,1758.9331541930185,1950.0175727478936,1540.8822690023017
ID=FBgn0011710,3777.295685277836,3772.6909411929487,3653.020847192862,2934.1219383168045,2856.700202207182,2715.601979475157,2766.5618952637906
ID=FBgn0011715,1232.8412928447358,1372.2351042434332,1389.7280133399004,1339.054443099949,1207.6401327144397,1268.4004880487819,1172.0073496337964
ID=FBgn0011722,10200.323800230582,14036.74195420041,12802.502515960156,15620.335530082224,20110.629696104945,18850.169869896305,17880.674993622022
ID=FBgn0011725,1354.1248683071487,1231.762569199015,1226.4519013232473,1329.6161738974824,1437.98809098958,1214.068691442331,1313.5069880158949
ID=FBgn0011726,15172.95039418952,9676.359794964488,9694.989416288368,13094.4187347721,8385.051200810554,9264.06524682358,12518.32662872801
ID=FBgn0011737,736.4538757459932,903.0377252855462,883.3463387444739,749.1626179457865,748.8718141413564,784.3535728276736,769.9532047136264
ID=FBgn0011739,4098.634642946292,3478.367534433215,3295.61921950664,4520.930947981502,4569.371004947453,3818.043525162416,3777.5524150145093
ID=FBgn0011740,842.7332975429532,889.6593886146492,949.5596929263424,855.3431464735357,875.1294816478141,844.6124745184646,841.1909536922002
ID=FBgn0011741,1026.5341799447547,1226.028996340059,1104.559135670262,914.332328988952,1012.952737017459,1143.9312812776398,880.2253366941584
ID=FBgn0011742,3072.1004630015373,2601.13088701297,2775.693904283104,2548.3326846659825,2444.1942350868467,2429.125233732052,2894.399499595204
ID=FBgn0011745,2139.342243465865,2118.555171384186,2229.433732282688,2033.9470131315525,2051.9280467270887,2221.676555780148,1907.8054692207093
ID=FBgn0011747,8588.627627333153,4584.947096211694,3924.6460842343913,6753.081614364853,5436.790094686476,4146.0100064959015,7324.801970317464
ID=FBgn0011754,1109.057025104747,895.392961473605,1060.1660913892365,871.8601175778523,755.6184070615489,697.4226982573521,679.1982642340735
ID=FBgn0011760,6919.415532051488,5851.111102564444,6397.1129233437105,7852.639976452212,5812.671700240052,6036.756528400394,7451.663715073829
ID=FBgn0011762,537.6488396787387,520.7995346884896,572.5950287772952,611.1279308597124,658.2747092130585,784.3535728276736,642.1156003822131
ID=FBgn0011763,2329.394856561605,2448.2356107741475,2498.0492714068596,2591.9846797273904,2434.5562452008576,2497.286942201963,2702.1551633105596
ID=FBgn0011766,6051.67531173278,6142.5677228947,6445.268090021434,7785.3923083846375,8074.707926481704,6738.130630047306,6361.628569744144
ID=FBgn0011768,1970.5455147295168,2787.472004929035,2723.7766152086842,1831.0242252785206,2354.560929147148,2515.0682574549833,2230.8149885619137
ID=FBgn0011769,228.8133433981609,219.78695959330753,182.08672400013856,220.6195426076568,146.49744626703497,156.0804338876227,126.86174475636429
ID=FBgn0011770,438.8714947145053,396.57212274444623,396.527700611872,268.99067227029815,242.8773451269264,343.77209489172594,316.1785023158618
ID=FBgn0011771,2404.4156248888708,2011.5284780170102,1811.0857217699731,2199.116724174718,1912.1771933802459,1974.713843932644,2066.8705799536892
ID=FBgn0011774,758.960106244173,754.9204264291867,825.4096538353389,727.9265122402365,668.8764980876465,786.3292745224536,598.2019195050101
ID=FBgn0011785,2619.475160760366,3446.832883708958,3160.182813225545,2945.9197748198876,3389.6810429023817,2817.3506167563287,2627.0139760317898
ID=FBgn0011787,919.0044120090068,977.5741724519722,966.1130314718096,1001.636319111768,819.2291403090771,893.0171660405755,870.4667409436688
ID=FBgn0011802,442.6225331308686,356.4371127317553,322.03767715726985,365.7329315955808,281.42930467088297,346.735647433896,370.8266385186033
ID=FBgn0011817,1262.849600175642,741.5420897582898,833.6863231080724,1011.0745883142346,738.2700252667684,596.6619118235703,498.6642428500166
ID=FBgn0011818,668.935184251454,694.7179114101504,756.939026215452,705.5106228843784,780.6771807651206,721.1311185947125,772.8807834387733
ID=FBgn0011824,906.5009506211292,1270.9419837352132,1113.588229422335,763.3200217494864,1157.5225853072961,1048.1097490808081,1321.3138646162865
